Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,ProductionSchedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Schedule dashboard,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,PRIORITY SEQUENCE,Column1,Column12,Real Status,PRIORITY2,Completed Sections,Remaining Sections,Column4
74682-15,,BALA,Regular,FALSE,74682,Regular,15,4,0,1014.6,F10-6',SCR-500-90-35-2M-6-W-UNV-DP-1-D,18/10/2018,25.172,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,A - Regular,7,4,4,,,Picked - Complete,NO,Machine Shop Started,Material+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.419533333,0:22:54,6.293,253.65,4,25.17,1014.60,,- ,- ,Machine Shop Started,,0,4,
74682-16,,BALA,Regular,FALSE,74682,Regular,16,1,0,338.2,F10-8',SCR-500-90-35-2M-8-W-UNV-DP-1-D,18/10/2018,6.293,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,A - Regular,7,1,1,,,Picked - Complete,NO,Machine Shop Started,Material+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.104883333,0:05:44,6.293,338.2,1,6.29,338.20,,- ,- ,Machine Shop Started,,0,1,
74682-17,,BALA,Regular,FALSE,74682,Regular,17,3,0,1014.6,F14-8',SCR-500-90-35-FL-8-W-UNV-DP-1-TG9,18/10/2018,18.879,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,A - Regular,7,3,3,,,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,- ,0.31465,0:17:11,6.293,338.2,3,18.88,1014.60,,- ,- ,Machine Shop Started,,0,3,
74682-18,,BALA,Regular,FALSE,74682,Regular,18,1,0,171,F24,SCD-500-90-35-0.5M-4-W-UNV-DP-1-CA(36),18/10/2018,3.907,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,A - Regular,7,1,1,,,Picked - Complete,NO,Machine Shop Started,Material+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.065116667,0:03:33,3.907,171,1,3.91,171.00,,- ,- ,Machine Shop Started,,0,1,
72594-1,,BALA,Regular,FALSE,72594,Regular,1,8,0,2360,LP2-4',BSLED-500-90-30-SO-4-C(RAL# 9005)-UNV-DP-1-SB9-FW(6),17/10/2018,34.768,Machine Shop Finished,,Picked - Complete,,,FALSE,,A - Regular,12,8,8,,,,NO,Machine Shop Finished - Incomplete,Material,,,1,#REF!,Complete,0,FALSE,0,- ,0.579466667,0:31:38,4.346,295,8,34.77,2360.00,,- ,- ,Machine Shop Finished,,0,8,
72594-2,,BALA,Regular,FALSE,72594,Regular,2,7,0,1960,LP2A-4',BDLED-500-90-30-SO-4-AP-UNV-DP-1-CA(96),17/10/2018,33.25,Machine Shop Finished,,Picked - Complete,,,FALSE,,A - Regular,12,7,7,,,,NO,Machine Shop Finished - Incomplete,Material,,,0,#REF!,Complete,0,FALSE,0,- ,0.554166667,0:30:15,4.75,280,7,33.25,1960.00,,- ,- ,Machine Shop Finished,,0,7,
72358-1,,BALA,Regular,FALSE,72358,High Priority,1,7,0,3150,F-6'-SOLID CILIN,BBDLED-400-80-35-SO-6-AP-UNV-DP-1-CA(36),17/10/2018,60.459,Machine Shop Finished,,Picked - Complete,09/10/2018,,FALSE,,A - Regular,12,7,7,,,Picked - Complete,NO,Machine Shop Finished - Incomplete,Material+Cartridge,,,1,#REF!,Complete,0,FALSE,0,- ,1.00765,0:55:01,8.637,450,7,60.46,3150.00,,- ,- ,Machine Shop Finished,,0,7,
75283-1,,BALA,Regular,FALSE,75283,Priority,1,1,0,512,A,BRLED-400-80-40-FL-2-W-UNV-DP-1-DF-B1(BSL310LP)-C(REMOTE DRIVER & BATTERY PACK),18/10/2018,7.198,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,12,1,1,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.119966667,0:06:33,7.198,512,1,7.20,512.00,,- ,- ,Machine Shop Started,,0,1,
74659-1,,BALA,Regular,FALSE,74659,High Priority,1,4,0,1000,A2-2X2,DIALED-22-3400-90-30-VL-W-120-DP-1-ST,19/10/2018,11,Scheduled/Released,NO LATER THAN OCTOBER 19TH - ORDER SWAPPED,,,,FALSE,,A - Regular,10,4,4,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.183333333,0:11:00,2.75,250,4,11.00,1000.00,,- ,- ,Scheduled/Released,,0,4,
75237-1,,BALA,Replacement,FALSE,75237,High Priority,1,1,890,890,H8-2'X8' - REPLACE,SCR-500-80-40-2M-2X8-W-UNV-DP-1-ST,18/10/2018,20.35,Machine Shop Started,Concealed fixture damage - FIXTURE WAS DAMAGE DURING SHIPPING.,Picked - Complete,,,FALSE,,C - Small,12,1,2,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.339166667,0:18:31,20.35,890,1,20.35,890.00,,- ,- ,Machine Shop Started,,0,1,
75109-1,,BALA,Regular,FALSE,75109,High Priority,1,4,0,1120,LT-1A,SCD-500-80-35-FL-4-BLK-UNV-DP-1-CA(36),18/10/2018,15.628,Machine Shop Started,RUSH ORDER - NEED WEEK OF THE 10/15 IF POSSIBLE,Picked - Complete,,,FALSE,,A - Regular,12,4,4,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.260466667,0:14:13,3.907,280,4,15.63,1120.00,,- ,- ,Machine Shop Started,,0,4,
75109-2,,BALA,Regular,FALSE,75109,High Priority,2,2,0,920,LT-1EA,SCD-500-80-35-FL-4-BLK-UNV-DP-1-CA(36)-(B1(BSL310LP),18/10/2018,15.446,Machine Shop Started,RUSH ORDER - NEED WEEK OF THE 10/15 IF POSSIBLE,Picked - Complete,,,FALSE,,A - Regular,12,2,2,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.257433333,0:14:03,7.723,460,2,15.45,920.00,,- ,- ,Machine Shop Started,,0,2,
75109-3,,BALA,Regular,FALSE,75109,High Priority,3,4,0,1120,LT-1B,SCD-500-80-35-FL-4-AP-UNV-DP-1-CA(36),18/10/2018,15.628,Machine Shop Started,RUSH ORDER - NEED WEEK OF THE 10/15 IF POSSIBLE,Picked - Complete,,,FALSE,,A - Regular,12,4,4,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.260466667,0:14:13,3.907,280,4,15.63,1120.00,,- ,- ,Machine Shop Started,,0,4,
75109-4,,BALA,Regular,FALSE,75109,High Priority,4,2,0,920,LT-1EB,SCD-500-80-35-FL-4-AP-UNV-DP-1-CA(36)-(B1(BSL310LP),18/10/2018,15.446,Machine Shop Started,RUSH ORDER - NEED WEEK OF THE 10/15 IF POSSIBLE,Picked - Complete,,,FALSE,,A - Regular,12,2,2,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.257433333,0:14:03,7.723,460,2,15.45,920.00,,- ,- ,Machine Shop Started,,0,2,
75078-1,,BALA,Regular,FALSE,75078,Regular,1,1,0,256,F19 - 2',WBWLED-500-80-35-S-2-BLK-UNV-DP-1,18/10/2018,4.527,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,12,1,1,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.07545,0:04:07,4.527,256,1,4.53,256.00,,- ,- ,Machine Shop Started,,0,1,
75078-2,,BALA,Regular,FALSE,75078,Regular,2,1,0,384,F19 - 3',WBWLED-500-80-35-S-3-BLK-UNV-DP-1,18/10/2018,4.527,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,12,1,1,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.07545,0:04:07,4.527,384,1,4.53,384.00,,- ,- ,Machine Shop Started,,0,1,
75078-3,,BALA,Regular,FALSE,75078,Regular,3,2,0,1024,F19 - 4',WBWLED-500-80-35-S-4-BLK-UNV-DP-1,18/10/2018,9.054,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,12,2,2,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.1509,0:08:14,4.527,512,2,9.05,1024.00,,- ,- ,Machine Shop Started,,0,2,
75078-4,,BALA,Regular,FALSE,75078,Regular,4,1,0,640,F19 - 5',WBWLED-500-80-35-S-5-BLK-UNV-DP-1,18/10/2018,7.245,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,12,1,2,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.12075,0:06:36,7.245,640,1,7.25,640.00,,- ,- ,Machine Shop Started,,0,1,
74650-1,,BALA,Regular,FALSE,74650,Regular,1,2,0,721.42,A4,BBRLED-500-80-30-FL-4-W-UNV-DP-1-TG9,18/10/2018,4.832,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,A - Regular,4,2,2,,,Picked - Complete,NO,Machine Shop Started,+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.080533333,0:04:24,2.416,360.71,2,4.83,721.42,,- ,- ,Machine Shop Started,,0,2,
74650-2,,BALA,Regular,FALSE,74650,Regular,2,2,0,1202.4,A4 EM,BBRLED-500-80-30-FL-4-W-UNV-DP-1-TG9-B1(BSL310LP),18/10/2018,12.704,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,A - Regular,4,2,2,,,Picked - Complete,NO,Machine Shop Started,+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.211733333,0:11:34,6.352,601.2,2,12.70,1202.40,,- ,- ,Machine Shop Started,,0,2,
74650-3,,BALA,Regular,FALSE,74650,Regular,3,2,0,1082.16,B6,BBRLED-500-80-30-FL-6-W-UNV-DP-1-TG9,18/10/2018,9.27,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,A - Regular,4,2,4,,,Picked - Complete,NO,Machine Shop Started,+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.1545,0:08:26,4.635,541.08,2,9.27,1082.16,,- ,- ,Machine Shop Started,,0,2,
74650-4,,BALA,Regular,FALSE,74650,Regular,4,5,0,3907.85,B6 EM,BBRLED-500-80-30-FL-6-W-UNV-DP-1-TG9-B1(BSL310LP),18/10/2018,42.855,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,A - Regular,4,5,10,,,Picked - Complete,NO,Machine Shop Started,+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.71425,0:39:00,8.571,781.57,5,42.86,3907.85,,- ,- ,Machine Shop Started,,0,5,
74650-5,,BALA,Regular,FALSE,74650,Regular,5,8,0,5771.6,B8,BBRLED-500-80-30-FL-8-W-UNV-DP-1-TG9,18/10/2018,37.08,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,A - Regular,4,8,16,,,Picked - Complete,NO,Machine Shop Started,+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.618,0:33:45,4.635,721.45,8,37.08,5771.60,,- ,- ,Machine Shop Started,,0,8,
74650-6,,BALA,Regular,FALSE,74650,Regular,6,5,0,5110.25,B8 EM,BBRLED-500-80-30-FL-8-W-UNV-DP-1-TG9-B1(BSL310LP),18/10/2018,42.855,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,A - Regular,4,5,10,,,Picked - Complete,NO,Machine Shop Started,+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.71425,0:39:00,8.571,1022.05,5,42.86,5110.25,,- ,- ,Machine Shop Started,,0,5,
75001-1,,BALA,Regular,FALSE,75001,High Priority,1,1,0,267,F3-4'-ADD 9/14,SCR-500-80-35-FL-4-W-UNV-DP-1-TG15,18/10/2018,3.286,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,12,1,1,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.054766667,0:02:59,3.286,267,1,3.29,267.00,,- ,- ,Machine Shop Started,,0,1,
74647-2,,BALA,Regular,FALSE,74647,Regular,2,13,0,4030,L11B,DIALED-24-5000-80-30-VL-W-UNV-DP-1-TG15,24/10/2018,43.017,Scheduled/Released,,,,,FALSE,,A - Regular,10,13,13,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.71695,0:43:01,3.309,310,13,43.02,4030.00,,- ,- ,Scheduled/Released,,0,13,
74647-3,,BALA,Regular,FALSE,74647,Regular,3,3,0,1470,L11BE,DIALED-24-5000-80-30-VL-W-UNV-DP-1-TG15-B1(BSL310LP),24/10/2018,20.469,Scheduled/Released,,,,,FALSE,,A - Regular,10,3,3,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.34115,0:20:28,6.823,490,3,20.47,1470.00,,- ,- ,Scheduled/Released,,0,3,
74932-1,,BALA,Regular,FALSE,74932,High Priority,1,1,0,2280,FX-J 24',CUBLED-SL 75/25-1000-80-35-SO-24-W-UNV-DP-1-CA(36),18/10/2018,44.09,Machine Shop Started,MUST SHIP BY 10/19 VIA EXPEDITED SERVICE FOR WED. 10/24 DELIVERY,Picked - Complete,,,FALSE,,C - Small,12,2,6,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.734833333,0:40:07,22.045,1140,2,44.09,2280.00,,- ,- ,Machine Shop Started,,0,2,
74644-1,,BALA,Regular,FALSE,74644,High Priority,1,2,0,2047.94,A,STFC-NO-DSO(12-400)-80-40-AH(6)-W-UNV-MD-1-CA(36)-SC,17/10/2018,36.82,Machine Shop Started,,Picked - Complete,05/10/2018,,FALSE,,C - Small,7,12,12,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,1,1,Partial Order,Shortage,FALSE,Shortage,- ,0.613666667,0:33:30,3.068333333,170.6616667,12,36.82,2047.94,,- ,- ,Machine Shop Started,,0,12,
74644-2,,BALA,Regular,FALSE,74644,High Priority,2,1,0,1877.27,B,STFC-NO-DSO(22-400)-80-40-AY(2)+AH(8)-W-UNV-MD-1-CA(36)-SC,17/10/2018,33.75,Machine Shop Started,,Picked - Complete,43378,,FALSE,,C - Small,7,11,11,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.5625,0:30:43,3.068181818,170.6609091,11,33.75,1877.27,,- ,- ,Machine Shop Started,,0,11,
74644-3,,BALA,Regular,FALSE,74644,High Priority,3,1,0,5290.5,C,"SP0000-STFC-NO-DSO(62-400)-80-40-AY(10)+AH(16)-W-UNV-MD-1-CA(36)-SC-C(4 1/2"" CANOPIES PWR & NONPWR)",17/10/2018,95.11,Machine Shop Started,,Picked - Complete,05/10/2018,,FALSE,,C - Small,7,31,31,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,1.585166667,1:26:33,3.068064516,170.6612903,31,95.11,5290.50,,- ,- ,Machine Shop Started,,0,31,
74644-4,,BALA,Regular,FALSE,74644,High Priority,4,1,0,2730.58,D,"SP0000-STFC-NO-DSO(32-400)-80-40-AY(4)+AH(10)-W-UNV-MD-1-CA(36)-SC-C(4 1/2"" CANOPIES PWR & NONPWR)",17/10/2018,49.09,Machine Shop Started,,Picked - Complete,05/10/2018,,FALSE,,C - Small,7,16,16,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.818166667,0:44:40,3.068125,170.66125,16,49.09,2730.58,,- ,- ,Machine Shop Started,,0,16,
74644-5,,BALA,Regular,FALSE,74644,High Priority,5,1,0,2730.58,E,"SP0000-STFC-NO-DSO(32-400)-80-40-AY(4)+AH(10)-W-UNV-MD-1-CA(36)-SC-C(4 1/2"" CANOPIES PWR & NONPWR)",17/10/2018,49.09,Machine Shop Started,,Picked - Complete,05/10/2018,,FALSE,,C - Small,7,16,16,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.818166667,0:44:40,3.068125,170.66125,16,49.09,2730.58,,- ,- ,Machine Shop Started,,0,16,
74644-6,,BALA,Regular,FALSE,74644,High Priority,6,1,0,2730.58,F,"SP0000-STFC-NO-DSO(32-400)-80-40-AY(4)+AH(10)-W-UNV-MD-1-CA(36)-SC-C(4 1/2"" CANOPIES PWR & NONPWR)",17/10/2018,49.09,Machine Shop Started,,Picked - Complete,05/10/2018,,FALSE,,C - Small,7,16,16,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.818166667,0:44:40,3.068125,170.66125,16,49.09,2730.58,,- ,- ,Machine Shop Started,,0,16,
74644-7,,BALA,Regular,FALSE,74644,High Priority,7,1,0,3583.88,G,"SP0000-STFC-NO-DSO(42-400)-80-40-AY(6)+AH(12)-W-UNV-MD-1-CA(36)-SC-C(4 1/2"" CANOPIES PWR & NONPWR)",17/10/2018,64.43,Machine Shop Started,,Picked - Complete,05/10/2018,,FALSE,,C - Small,7,21,21,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,1.073833333,0:58:38,3.068095238,170.6609524,21,64.43,3583.88,,- ,- ,Machine Shop Started,,0,21,
74644-8,,BALA,Regular,FALSE,74644,High Priority,8,1,0,3583.88,H,STFC-NO-DSO(42-400)-80-40-AY(6)+AH(12)-W-UNV-MD-1-CA(36)-SC,17/10/2018,64.43,Machine Shop Started,,Picked - Complete,05/10/2018,,FALSE,,C - Small,7,21,21,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,1.073833333,0:58:38,3.068095238,170.6609524,21,64.43,3583.88,,- ,- ,Machine Shop Started,,0,21,
74644-9,,BALA,Regular,FALSE,74644,High Priority,9,1,0,4437.19,I,STFC-NO-DSO(52-400)-80-40-AY(8)+AH(14)-W-UNV-MD-1-CA(36)-SC,17/10/2018,79.77,Machine Shop Started,,Picked - Complete,05/10/2018,,FALSE,,C - Small,7,26,26,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,1.3295,1:12:35,3.068076923,170.6611538,26,79.77,4437.19,,- ,- ,Machine Shop Started,,0,26,
74644-10,,BALA,Regular,FALSE,74644,High Priority,10,1,0,4437.19,J,STFC-NO-DSO(52-400)-80-40-AY(8)+AH(14)-W-UNV-MD-1-CA(36)-SC,17/10/2018,79.77,Machine Shop Started,,Picked - Complete,05/10/2018,,FALSE,,C - Small,7,26,26,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,1.3295,1:12:35,3.068076923,170.6611538,26,79.77,4437.19,,- ,- ,Machine Shop Started,,0,26,
74644-11,,BALA,Regular,FALSE,74644,High Priority,11,1,0,5119.83,K,STFC-NO-DSO(60-400)-80-40-AY(10)+AH(15)-W-UNV-MD-1-CA(36)-SC,17/10/2018,92.04,Machine Shop Started,,Picked - Complete,05/10/2018,,FALSE,,C - Small,7,30,30,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,1.534,1:23:45,3.068,170.661,30,92.04,5119.83,,- ,- ,Machine Shop Started,,0,30,
74644-12,,BALA,Regular,FALSE,74644,High Priority,12,1,0,2730.58,L,STFC-NO-DSO(32-400)-80-40-AY(4)+AH(10)-W-UNV-MD-1-CA(36)-SC,17/10/2018,49.09,Machine Shop Started,,Picked - Complete,10/5/2018,,FALSE,,C - Small,7,16,16,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.818166667,0:44:40,3.068125,170.66125,16,49.09,2730.58,,- ,- ,Machine Shop Started,,0,16,
74643-1,,BALA,Regular,FALSE,74643,High Priority,1,51,0,25500,JU,PRWLED-500-90-30-S-2-W-UNV-LT(L3D)-1,23/10/2018,195.483,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,4,51,51,,,,NO,Machine Shop Started,Material+lens,,,1,#REF!,Complete,0,FALSE,0,- ,3.25805,2:57:53,3.833,500,51,195.48,25500.00,,- ,- ,Machine Shop Started,,0,51,
74641-1,,BALA,Regular,FALSE,74641,Regular,1,39,0,15600,D,CLKLED-750-80-35-SO-4-W-UNV-DP-1-AC,23/10/2018,167.934,Machine Shop Started,,,,,FALSE,,A - Regular,1,39,39,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,2.7989,2:32:49,4.306,400,39,167.93,15600.00,,- ,- ,Machine Shop Started,,0,39,
74927-1,,BALA,Replacement,FALSE,74927,High Priority,1,2,0,720,PA1/B,TWRLED-SL 90/10-1000-80-35-SO-4'-AP-UNV-DP-1-CT9(36)-C(JOIN TO EXISTING),18/10/2018,9.732,Machine Shop Started,"PLease Ship all the Lines  together

24 hrs prior Tony Marino 814-280-0577",Picked - Complete,,,FALSE,,C - Small,12,2,2,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,Wrong part in BOM,FALSE,Wrong part in BOM,- ,0.1622,0:08:51,4.866,360,2,9.73,720.00,,- ,- ,Machine Shop Started,,0,2,
74881-1,,BALA,Regular,FALSE,74881,High Priority,1,4,0,880,F-4',BBRLED-500-80-35-FL-4-W-UNV-DP-1-TG9,18/10/2018,9.664,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,C - Small,12,4,4,,,Picked - Complete,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.161066667,0:08:48,2.416,220,4,9.66,880.00,,- ,- ,Machine Shop Started,,0,4,
74622-1,,BALA,Mockup/Samples,FALSE,74622,Regular,1,1,0,75,A,ZELED-SL 0/100-600-80-35-MSO-8-W-UNV-MD-1-CA(36),15/10/2018,13.408,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,4,1,2,,,,NO,Machine Shop Started,Material+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.223466667,0:12:12,13.408,75,1,13.41,75.00,,- ,- ,Machine Shop Started,,0,1,
74613-1,,BALA,Regular,FALSE,74613,Regular,1,5,0,1360,007-A-4',CLKLED-750-90-35-SO-4-W-120-DP-1-TG9,19/10/2018,21.53,Scheduled/Released,,,,,FALSE,,C - Small,1,5,5,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.358833333,0:19:36,4.306,272,5,21.53,1360.00,,- ,- ,Scheduled/Released,,0,5,
74803-1,,BALA,Regular,FALSE,74803,High Priority,1,1,0,440,D-8',SCD-500-80-30-FL-8-BLK-120-DP-1-CT15(36)-C(BLACK POWER CORD & CANOPY),18/10/2018,6.293,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,12,1,1,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.104883333,0:05:44,6.293,440,1,6.29,440.00,,- ,- ,Machine Shop Started,,0,1,
74789-1,,BALA,Regular,FALSE,74789,Regular,1,1,0,380,LW1-8,SLWLED-SL 75/25-1000-80-35-SM-8-AP-UNV-DP-1,18/10/2018,6.858,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,12,1,2,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.1143,0:06:14,6.858,380,1,6.86,380.00,,- ,- ,Machine Shop Started,,0,1,
74719-1,,BALA,Regular,FALSE,74719,Regular,1,1,0,525,F3B-7',SCDI-300-300-80-30-SO-FL-7'-AP-UNV-DP-2-CA(36),18/10/2018,4.302,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,12,1,2,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.0717,0:03:55,4.302,525,1,4.30,525.00,,- ,- ,Machine Shop Started,,0,1,
74673-1,,BALA,Regular,FALSE,74673,Regular,1,2,0,4527,MM-21',WWR-SL-400-80-30-L-21-W-120-DP-1-D,18/10/2018,13.576,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,12,4,12,,Picked - Complete,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.226266667,0:12:21,3.394,1131.75,4,13.58,4527.00,,- ,- ,Machine Shop Started,,0,4,
74521-1,,BALA,Regular,FALSE,74521,Regular,1,1,0,315,L2/3',BBRLED-1000-90-35-FL-3-W-UNV-DP-1-TB15,18/10/2018,2.416,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,C - Small,12,1,1,,,Picked - Complete,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.040266667,0:02:12,2.416,315,1,2.42,315.00,,- ,- ,Machine Shop Started,,0,1,
74521-2,,BALA,Regular,FALSE,74521,Regular,2,1,0,350,L1/4',BBRLED-1000-90-35-FL-4-W-UNV-DP-1-TB15,18/10/2018,2.416,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,C - Small,12,1,1,,,Picked - Complete,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.040266667,0:02:12,2.416,350,1,2.42,350.00,,- ,- ,Machine Shop Started,,0,1,
74439-1,,BALA,Regular,FALSE,74439,Priority,1,1,0,348,C1-4',"SP18152(2)-BBRLED-500-80-35-FL-4-AP-UNV-LT(L3D)-1-DF-C(JOINING TO EXISTING, POWER FEED ON SITE)",18/10/2018,4.01,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,12,1,1,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.066833333,0:03:39,4.01,348,1,4.01,348.00,,- ,- ,Machine Shop Started,,0,1,
74591-1,,BALA,Regular,FALSE,74591,High Priority,1,1,2280,2280,"LT12D-114""X102""-35TH FL",CCL-SL-500-80-30-CP(36')-W-UNV-DP-1-AC,11/10/2018,44.68,Machine Shop Started,,,,11/10/2018,FALSE,,C - Small,4,8,11,,,,OK,Machine Shop Started,,15/10/2018,,1,1,Partial Order,0,FALSE,0,- ,0.744666667,0:40:40,5.585,285,8,44.68,2280.00,,- ,- ,Wiring Started,,0,8,
